title,url,summary,article_text
RBI Policy Meeting 2026 Live: Sanjay Malhotra holds repo rate at 5.25%; hints at interest low rate in short-medium term,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/newsblogs/rbi-monetary-policy-meeting-2026-live-updates-repo-rate-india-gdp-growthreserve-bank-of-india-governor-sanjay-malhotra-speech-announcements-highlights-8th-april/liveblog/130099615.cms,"RBI Monetary Policy Meeting: Sanjay Malhotra-led RBI MPC kept repo rate unchanged at 5.25 per cent as the West Asia war continues to cast its shadow on the global economy. The Reserve Bank of India (RBI) concluded its Monetary Police Committee meeting on Wednesday. The central bank estimated the real GDP growth for FY27 at 6.9 per cent. The MPC meeting of the Reserve Bank of India (RBI) was conducted in the background of tough geopolitical conditions and fluctuating global energy prices. India's economic growth is said to be impacted by the ongoing conflict in West Asia, as global supply chains remain disrupted for more than six weeks in a row.",
"Stay calm, stay invested, says Dipan Mehta; prefers PSU banks & NBFCs among financials",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/stay-calm-stay-invested-says-dipan-mehta-prefers-psu-banks-nbfcs-among-financials/articleshow/130129801.cms,"Amidst global market jitters, Elixir Equities' Dipan Mehta advises investors to exercise patience, resisting drastic portfolio changes. He highlights oil prices as a key indicator for market stability. Mehta suggests a cautious approach to banking, favoring PSU banks and diversified NBFCs, while seeing potential in EV-focused auto players and currency-driven exports.",
"ETMarkets Smart Talk| FY26 a year of consolidation, not breakdown; global stability key for revival in FY27: Somil Mehta",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-fy26-a-year-of-consolidation-not-breakdown-global-stability-key-for-revival-in-fy27-somil-mehta/articleshow/130223880.cms,"Indian markets experienced consolidation in FY26 due to global headwinds, but underlying economic strength remains. FY27 revival hinges on global stability and domestic growth drivers like government capex and consumption. Investors should focus on sectors with earnings visibility and policy support, while gold and silver offer hedging.",
"Iran war ceasefire fails to bring FIIs to India, Rs 2,811 crore sold as caution lingers",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/iran-war-ceasefire-fails-to-bring-fiis-to-india-rs-2054-crore-sold-as-caution-lingers/articleshow/130116804.cms,"Indian equities rallied sharply after easing geopolitical tensions and falling oil prices, boosting sentiment and rate-sensitive sectors. Despite this, foreign investors continued selling, reflecting caution. Stable policy and improving macro conditions support outlook, but sustainability depends on earnings, oil trends and global developments.",
RBI Monetary Policy 2026 Live Streaming: When and where to watch the address of Governor Sanjay Malhotra today?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-meet-2026-live-streaming-date-time-when-and-where-to-watch-address-of-governor-sanjay-malhotra/articleshow/130100266.cms,RBI MPC Meeting Live Telecast: The Monetary Policy Committee of the Reserve Bank of India will announce its decision on interest rate and other key monetary policies on April 8. RBI Governor Sanjay Malhotra will give a statement on the Monetary Policy Committee’s decision. You can watch his address on the official YouTube channel and Twitter handle of the Reserve Bank of India.,
"RBI rate hikes look inevitable in 2026: How it can impact banks, realty, rate sensitive stocks",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-rate-hikes-look-inevitable-in-2026-how-it-can-impact-banks-realty-rate-sensitive-stocks/articleshow/130102903.cms,"Amidst geopolitical tensions and rising inflation fears, analysts anticipate the RBI may hike its policy repo rate by 50 basis points in 2026. This potential shift could significantly impact rate-sensitive sectors like banking and real estate, which are already showing signs of fragility despite current demand.",
"Stocks braced for volatility as RBI policy, West Asia conflict take centre stage, say analysts",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/stocks-braced-for-volatility-as-rbi-policy-west-asia-conflict-take-centre-stage-say-analysts/articleshow/130037689.cms,"The domestic stock market is expected to remain volatile this week as investors track the Reserve Bank's monetary policy decision, key global macroeconomic data and the impact of the West Asia conflict, analysts said.",
"RBI retains FY26 GDP at 7.6%; sets FY27 growth at 6.9%, inflation at 4.6% as war risks mount",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/india-retains-fy26-gdp-at-7-6-sets-fy27-growth-at-6-9-inflation-at-4-6-as-war-risks-mount/videoshow/130103729.cms,,
"Iran‑US war impact: RBI MPC lists five key areas that threaten global supply chains, economy",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/india/iranus-war-impact-rbi-mpc-lists-five-key-areas-that-threaten-global-supply-chains-economy/videoshow/130103350.cms,,
"Crude oil, remittances & exports: RBI spells out where the Iran war bites India",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-mpc-meeting-2026-war-impact-measures-strategy-india-inflation-economy-west-asia-oil-exports-remittances/articleshow/130102207.cms,"The Reserve Bank of India emphasises the ramifications of the West Asia conflict on the nation's economy. Fluctuating energy prices, uncertainties in trade, and market volatility present emerging risks. While the country's foundational economic strengths are robust, the potential impact of external disruptions is worrisome.",
"RBI pause now, tightening later: A delicate trade-off with rising tail risks",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-pause-now-tightening-later-a-delicate-trade-off-with-rising-tail-risks/articleshow/130076809.cms,"India's economy faces testing times from rising oil prices and global uncertainty. While growth is solid, it is uneven and vulnerable. Inflation is moderating but fragile. The Reserve Bank of India anticipates a cautious approach to interest rates. Deeper reforms and sharper policy focus are crucial for sustained growth amidst evolving global challenges.",
Monetary Policy statement by RBI Governor Sanjay Malhotra | Repo rate | NSE | BSE,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/india/monetary-policy-statement-by-rbi-governor-sanjay-malhotra-repo-rate-nse-bse/videoshow/130102369.cms,,
"India bonds jump on Mideast peace proposal, 10-year yield slides most in 15 weeks",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/india-bonds-jump-on-mideast-peace-proposal-10-year-yield-slides-most-in-15-weeks/articleshow/130060680.cms,"Indian bonds surged on Monday, with the 10-year yield falling the most in nearly 15 weeks, on hopes of an end to the Middle East war after the U.S. and Iran received the framework for a plan to end their five-week-old conflict.",
MPC Forex Level: India forex reserves rebound to $697.1 bn as RBI flags volatility management,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-monetary-policy-2026-forex-level-impact-currency-trading-forex-market-today-usd-inr-rate-reserves-rebound-to-697-1-bn-as-rbi-flags-volatility-management/articleshow/130102729.cms,"MPC Forex Level refers to the impact of Monetary Policy Committee decisions on currency exchange rates. Understand how RBI’s interest rate decisions, inflation outlook, and repo rate changes influence forex markets, USD/INR movement, and trading strategies for investors and traders. India's foreign exchange reserves have seen a welcome rise, reaching $697.1 billion. This marks a recovery after recent significant drops.",
RBI MPC Highlights: What Governor Sanjay Malhotra announced today,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-highlights-what-governor-sanjay-malhotra-announced-today/articleshow/130102402.cms,"The Reserve Bank of India has maintained its key repo rate at 5.25 percent. This decision reflects a neutral stance. India's economy shows strong growth prospects for FY26. However, global conflicts pose risks to supply chains and inflation. The RBI will closely monitor these evolving global and domestic factors.",
When fear outpaces fundamentals: Why RBI’s signal matters more than rates,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/when-fear-outpaces-fundamentals-why-rbis-signal-matters-more-than-rates/articleshow/130007021.cms,"India faces geopolitical turbulence despite strong economic fundamentals. The Reserve Bank of India's upcoming policy decision is crucial. Rising inflation and potential growth slowdown present challenges. The central bank must manage uncertainty, avoid premature tightening, and focus on domestic stability. Clear communication on currency management is vital to counter market fears and reinforce India's underlying economic strengths.",
Crude at $70 in 2026? That may remain a distant dream,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/energy/oil-gas/iran-war-crude-at-70-in-2026-that-may-remain-a-distant-dream/articleshow/130054991.cms,"Crude oil prices are unlikely to fall below USD 70 this year and may settle between USD 80-85 per barrel in 2026. This forecast suggests ongoing global uncertainties will keep prices elevated. For India, this could mean slower GDP growth and inflation above 4.5 percent. The Reserve Bank of India's policy response will be crucial.",
"ETMarkets Smart Talk | FY26 a year of consolidation, not breakdown; global stability key for revival in FY27: Somil Mehta",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-fy26-a-year-of-consolidation-not-breakdown-global-stability-key-for-revival-in-fy27-somil-mehta/articleshow/130080229.cms,"Indian markets experienced consolidation in FY26 due to global headwinds, but underlying economic strength remains. FY27 revival hinges on global stability and domestic growth drivers like government capex and consumption. Investors should focus on sectors with strong earnings visibility and policy support.",
"IT rebound, banking bets & global themes: Sandip Agarwal maps the market playbook",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/it-rebound-banking-bets-global-themes-sandip-agarwal-maps-the-market-playbook/articleshow/130102724.cms,"Market expert Sandip Agarwal sees a structural turn in IT stocks driven by a weakening rupee and cooled valuations, expecting significant EPS growth. He also highlights emerging value in the banking sector, while advising caution on EMS and consumption due to seasonal and supply chain concerns.",
RBI to focus on managing INR volatility over liquidity: Tanvee Gupta Jain,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/rbi-to-focus-on-managing-inr-volatility-over-liquidity-tanvee-gupta-jain/articleshow/130080055.cms,The Reserve Bank of India faces a challenging policy review. Global uncertainties and volatile oil prices are key concerns. Experts highlight rising external risks and currency weakness. The central bank must balance growth and inflation. Policy decisions will shape India's economic future.,
"Sensex rises for 4th consecutive day, jumps 510 pts; Nifty above 23,100",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/bulls-return-to-dalal-street-sensex-jumps-510-pts-nifty-above-23100-for-4th-consecutive-day/articleshow/130083643.cms,"Indian stock markets rebounded strongly on Tuesday, with Sensex and Nifty gaining nearly 2% each after recovering from morning lows. This surge, driven by a strong rupee and positive investor sentiment, added Rs 2 lakh crore to the market capitalization. IT stocks led the gains, while India Vix saw a significant decline.",
Measures to address the war's fallout lie outside MPC's remit - GoI and RBI must step up,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/measures-to-address-the-wars-fallout-lie-outside-mpcs-remit-goi-and-rbi-must-step-up/articleshow/130044629.cms,The Reserve Bank of India's Monetary Policy Committee meets amid a West Asian war. This conflict disrupts supply chains and raises crude oil prices. Inflation is rising while growth shows signs of slowing. The committee must navigate these challenges. The government and RBI are taking steps to manage the rupee's depreciation. Future economic projections will be crucial.,
"Rs 5 lakh crore gains! Sensex soars 787 pts, Nifty reclaims 22,950; Iran-US ceasefire framework, 3 other factors behind the rally",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/why-is-stock-market-riing-today-rs-3-lakh-crore-added-sensex-jumps-500-pts-nifty-near-22900-iran-us-ceasefire-framework-3-other-factors-behind-d-st-rally/articleshow/130055571.cms,"Indian stock markets staged a remarkable recovery, erasing morning losses to turn positive by afternoon. This surge was primarily fueled by media reports of a Pakistan-brokered Iran-US ceasefire framework, significantly boosting investor confidence. Key sectors like Consumer Durables led the gains, while Reliance Industries bucked the trend.",
Indian banks likely to face margin pressure amid tighter liquidity in FY27: Fitch,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/indian-banks-likely-to-face-margin-pressure-amid-tighter-liquidity-in-fy27-fitch/articleshow/129968644.cms,"Indian banks may see tighter margins. The Reserve Bank of India faces challenges injecting funds due to rupee volatility. Global risks could further impact bank earnings. Despite this, Indian banks are seen as resilient. Liquidity surplus in the banking system has decreased. Rupee pressure could limit the RBI's policy options. Direct foreign currency risks for banks remain limited.",
"Q4 impact: Bank stocks slump up to 32% in 3 months, but brokerages bet on SBI, HDFC Bank, 6 more stocks. Check why",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/q4-impact-bank-stocks-slump-up-to-32-in-3-months-but-brokerages-bet-on-sbi-hdfc-bank-6-more-stocks-check-why/articleshow/129994128.cms,"Banking stocks have slumped up to 32% over three months, underperforming the Nifty amid FII outflows, rising oil prices and rate concerns. Brokerages remain selective, backing SBI, ICICI Bank and others despite margin pressure. Q4 results and FY27 outlook will be key triggers for the sector’s recovery.",
Not-so-happy new financial year!,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-editorial/not-so-happy-new-financial-year/articleshow/129933402.cms,"Indian stock markets saw their worst year since the pandemic in FY26. Foreign investors sold a record amount of Indian shares. Global events like trade tariffs and regional conflicts impacted investor sentiment. The Rupee also declined significantly. Despite these challenges, India's economic fundamentals remain robust, offering resilience against global shocks. Market recovery hinges on energy price stability.",
"Markets await clarity, valuations offer key support: Punita Kumar Sinha",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/markets-await-clarity-valuations-offer-key-support-punita-kumar-sinha/articleshow/129895018.cms,"Geopolitical tensions and rising energy prices are creating market uncertainty, with traditional safe havens failing to provide comfort. While the war's outcome remains unclear, Indian market valuations offer a cushion, trading below historical averages. Positive developments could trigger a rally, as markets have historically rebounded from crises.",
"RBI's policy battle amid oil shock, rupee pressure to be complex as many challenges ahead: Report",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbis-policy-battle-amid-oil-shock-rupee-pressure-to-be-complex-as-many-challenges-ahead-report/articleshow/129771716.cms,"The Reserve Bank of India faces a complex policy challenge amid rising energy prices, with trade-offs between inflation, growth, liquidity and currency stability, according to an Emkay Global Financial Services report.",
"While bourses look at when uncertainty prices itself into valuations, Trump plays blackjack",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/while-bourses-look-at-when-uncertainty-prices-itself-into-valuations-trump-plays-blackjack/articleshow/129784586.cms,"Indian stock markets face pressure from escalating West Asian geopolitical tensions. Rising oil prices impact India's economy, affecting inflation and the rupee. While some sectors show resilience, others face significant challenges. Policymakers navigate a difficult path between inflation control and growth support. India's strong forex reserves and diversified crude sourcing offer some buffer against disruptions.",
India retains headline inflation target at 4% following review,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/india-retains-headline-inflation-target-at-4-following-review/articleshow/129804820.cms,India's government has kept the retail inflation target at 4 percent. This target falls within a 2 to 6 percent band. The Reserve Bank of India's Monetary Policy Committee is responsible for meeting this goal. This inflation targeting framework was adopted in 2016 and last reviewed in 2021. The committee comprises central bank and government appointees.,
Goldman Sachs cuts India's 2026 growth forecast to 5.9%,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/goldman-sachs-cuts-indias-2026-growth-forecast-to-5-9/articleshow/129775674.cms,Goldman Sachs has revised India's 2026 growth forecast downwards to 5.9 percent. The firm anticipates a 50 basis point increase in policy rates. This adjustment stems from the ongoing Gulf conflict and its impact on oil prices. Higher crude prices present significant risks to India's economy.,
"India bank liquidity sees first big deficit of 2026 on tax outflow, lack of RBI support",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/finance/india-bank-liquidity-sees-first-big-deficit-of-2026-on-tax-outflow-lack-of-rbi-support/articleshow/129748509.cms,India's banking system faces a significant cash shortage for the first time in 2026. Heavy tax payments and central bank currency market actions have drained funds. This has pushed borrowing costs higher. Experts anticipate conditions to improve by month-end. Year-end government spending is expected to ease the deficit.,
RBI's likely to raise liquidity to keep 'short' rates in check,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-likely-to-raise-liquidity-to-keep-short-rates-in-check/articleshow/129595006.cms,The Reserve Bank of India is expected to increase money supply soon. This move aims to prevent short-term interest rates from rising sharply. It will also counter the effects of the RBI's efforts to support the Rupee. Open market operations and dollar-rupee swaps are key tools. This strategy helps manage liquidity and keep borrowing costs low for banks.,
Market outlook for Monday: Will Sensex and Nifty stay under pressure as Iran war clouds linger?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/market-outlook-for-monday-will-bears-keep-pressure-on-sensex-nifty-amid-usisraeliran-war/articleshow/129588688.cms,"Indian stock markets experienced a sharp decline in March, with Sensex and Nifty falling approximately 8% each. Escalating tensions in the Middle East, particularly the prolonged closure of the Strait of Hormuz amid the Iran-Israel-US war, spooked investors. Experts anticipate a weak market trend in the short term, with potential further declines.",
Oil prices to hit $150? How Indian stock markets may react as Iran war rages on,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/oil-prices-to-hit-150-how-indian-stock-markets-may-react-as-iran-war-rages-on/articleshow/129587020.cms,"Oil prices have surged past $100 per barrel amid escalating Iran–Israel tensions and fears of a prolonged closure of the Strait of Hormuz, a key global energy chokepoint. Analysts warn crude could climb to $150 if disruptions persist, raising inflation risks and pressuring Indian equities, which have already seen sharp declines amid foreign outflows, rupee weakness and energy supply concerns.",
"Iran-Israel war: Every 10% rise in oil prices could shave 20–25 bps off India’s GDP growth, says HDFC Bank",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/iran-israel-war-every-10-rise-in-oil-prices-could-shave-2025-bps-off-indias-gdp-growth-says-hdfc-bank/articleshow/129455295.cms,"Geopolitical tensions in West Asia are creating economic uncertainty for India. Higher oil prices could slow growth and increase inflation. The current account deficit may widen, and the Indian Rupee could face depreciation. The Reserve Bank of India is expected to manage currency volatility. The duration of the conflict will be key to the economic impact.",
Ahead of Market: 10 things that will decide stock market action on Tuesday,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/129341195.cms,"Indian stocks extended losses as the Middle East conflict pushed crude prices near $120, raising inflation and growth concerns. Analysts say pharma and IT buying offered some support, while markets remain volatile with key Nifty support seen around 23,700.",
Share of sub-9% bank loans rises with fall in rates,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-of-sub-9-bank-loans-rises-with-fall-in-rates/articleshow/129123637.cms,"Bank loans below 9% interest surged to 62.4% in December 2025, a significant rise from 42.4% a year prior, indicating easing lending rates. Despite this, the number of bank borrowers dropped by nearly 13 million, suggesting a shift towards non-bank lenders and fintech firms.",
"Iran war may hurt India’s growth more than inflation, RBI expected to hold steady",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/middle-east-war-israel-iran-conflict-may-hurt-india-growth-more-than-inflation-rbi-expected-to-hold-steady/articleshow/129081939.cms,"As tensions rise in Iran due to US and Israeli interventions, India's economy finds itself at a crossroads. Unlike direct price hikes, the real concern lies within broader economic stability, leading the Reserve Bank of India to likely maintain lower interest rates. The repercussions of elevated oil prices and interrupted gas supplies are reverberating through the markets.",
RBI likely to go for a prolonged policy rate pause: ICICI Bank report,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-likely-to-go-for-a-prolonged-policy-rate-pause-icici-bank-report/articleshow/128631839.cms,"ICICI Bank Global Markets said the chances of a policy rate hike are low due to benign core inflation and expects a prolonged pause in rates through 2026-27, with the focus shifting to regular durable liquidity infusion to support monetary transmission.",
ETMarkets Smart Talk: Range-bound markets ahead; prefer mid & smallcaps as earnings pick up in FY27–28: Mohit Khanna,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-range-bound-markets-ahead-prefer-mid-smallcaps-as-earnings-pick-up-in-fy2728-mohit-khanna/articleshow/128237435.cms,"Indian markets are navigating cross-currents post-Budget and policy announcements, with volatility expected to persist. Mohit Khanna of PGIM India AMC anticipates range-bound movement in the near term but sees strong earnings growth accelerating in FY27-28. He favors a bottom-up approach, with a constructive outlook on mid- and small-cap equities.",
"Prefer short-end corporate bonds, tactical allocation to SDLs: SBI MF CIO",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/prefer-short-end-corporate-bonds-tactical-allocation-to-sdls-sbi-mf-cio/articleshow/128234720.cms,"India's fixed income markets are recalibrating cautiously. While macro fundamentals have improved, elevated borrowing and weak demand shape the bond outlook. SBI Mutual Fund's CIO advises selective duration, favoring short-end corporate bonds and tactical state development loans amid heavy supply.",
"End of rate cuts, ample liquidity: Why short-end yields above 7% look attractive, says Devang Shah",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/end-of-rate-cuts-ample-liquidity-why-short-end-yields-above-7-look-attractive-says-devang-shah/articleshow/128382447.cms,"Fixed income investors should recalibrate strategies as RBI nears the end of its rate-cut cycle. With comfortable liquidity and low rate hike probability, short-term AAA corporate bonds above 7% offer better risk-reward. Accrual-oriented strategies in the short to medium segment are favored over long-duration bets. Potential Bloomberg index inclusion could boost government bonds.",
"No more rate cuts, but high yields create tactical opportunities in long bonds, says Vikas Garg",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/no-more-rate-cuts-but-high-yields-create-tactical-opportunities-in-long-bonds-says-vikas-garg/articleshow/128412695.cms,"The RBI's policy pause signals the end of easy money, but elevated bond yields present tactical opportunities, especially at the longer end. Despite record borrowing, real yields remain compelling, with supply dynamics shaping the yield curve. Investors should watch for signals before entering long-duration funds.",
"Swaps shut the door on India rate cuts, growth-inflation outlook lifts longer tenors",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/swaps-shut-the-door-on-india-rate-cuts-growth-inflation-outlook-lifts-longer-tenors/articleshow/128195383.cms,"India's overnight indexed swaps signal that the central bank's rate-cut cycle has likely run its course, anchoring short-term rates, while longer-tenor rates are being pulled higher on expectations of firmer inflation and robust growth.",
"RBI policy shows steady follow up action to Budget announcements, say experts",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-policy-shows-steady-follow-up-action-to-budget-announcements-say-experts/articleshow/128001248.cms,"The Reserve Bank of India kept its benchmark interest rate unchanged on Friday, as expected, as inflation remained at manageable levels and growth concerns eased following increased government spending in the Budget and reduced tariff pressures after a trade deal with the United States.",
Rupee largely quiet before RBI policy; risk-off sentiment may weigh,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-news/rupee-largely-quiet-before-rbi-policy-risk-off-sentiment-may-weigh/articleshow/127966546.cms,"On Friday morning, the Indian rupee is set to maintain a stable opening. Market experts believe it will trade within a tight corridor leading up to the Reserve Bank of India's policy update. With investors showing heightened risk aversion, the rupee—along with many emerging market currencies—faces limited demand.",
India’s retail inflation rises to 2.75% in January under 2024 CPI series: Explained,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/indias-retail-inflation-rises-to-2-75-in-january-under-2024-cpi-series-explained/videoshow/128266033.cms,,
Customers to get safety net against small cyber frauds,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/customers-to-get-safety-net-against-small-cyber-frauds/articleshow/128006875.cms,"Cyber fraud: The steps proposed Friday include a proposal to compensate customers up to ₹25,000 for losses arising from small-value digital frauds, enhanced authentication requirements for transactions undertaken by senior citizens, and tighter conduct rules for lenders.",
