title,url,summary
"India likely to outpace RBI growth forecasts, says World Bank's Neelkanth Mishra",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/india-likely-to-outpace-rbi-growth-forecasts-says-world-banks-neelkanth-mishra/articleshow/131528831.cms,"India's economy is set for robust growth, exceeding Reserve Bank of India forecasts, World Bank Executive Director Neelkanth Mishra said. According to him, the economy is performing significantly better than official projections. He also supported RBI's decision to maintain interest rates."
"Bank stocks rally as RBI steps lift mood, trigger short covering",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/bank-stocks-rally-as-rbi-steps-lift-mood-trigger-short-covering/articleshow/131622575.cms,"On Tuesday, bank stocks rocketed upwards following strategic interventions by the Reserve Bank of India aimed at shielding foreign currency loans. This move has revitalized investor confidence, propelling Bank Nifty to a remarkable close above 55,000. Many banks saw impressive gains, and experts forecast that these measures will enhance deposit growth while reducing overall funding expenses."
"Weak monsoon may impact rural demand, private consumption: RBI governor Sanjay Malhotra",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/weak-monsoon-may-impact-rural-demand-private-consumption-rbi-governor-sanjay-malhotra/articleshow/131529016.cms,"Reserve Bank of India Governor Sanjay Malhotra anticipates a potential impact on rural demand and private consumption due to a projected monsoon deficiency. He noted that mitigation measures are in place to lessen these effects. Rising input costs and supply disruptions also pose risks to economic activity, he said."
GIFT Nifty tumbles 1.5% as US stock market plunges. Will Dalal Street crash on Monday?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/gift-nifty-tumbles-1-5-as-us-stock-market-plunges-will-dalal-street-crash-on-monday/articleshow/131545625.cms,"GIFT Nifty plunged over 1.5% after a sharp selloff on Wall Street, signalling a weak start for Dalal Street on Monday. Strong US jobs data fuelled fears of prolonged higher interest rates, pushing Treasury yields higher and triggering a broad market decline. Analysts expect volatility amid global and domestic uncertainties."
RBI MPC highlights: Top decisions announced by Governor Sanjay Malhotra & Co,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-highlights-top-decisions-announced-by-governor-sanjay-malhotra-co/articleshow/131521364.cms,"RBI Monetary Policy Meeting Highlights: Reserve Bank Governor Sanjay Malhotra announced the Monetary Policy Committee's (MPC) decision, with repo rate remaining unchanged at 5.25%. At its previous policy review in April, the RBI had kept rates unchanged, choosing to closely monitor the evolving geopolitical situation and its potential impact on energy prices, inflation and economic activity."
RBI MPC Meeting 2026 Date and Time: When will Governor Sanjay Malhotra announce policy decision? Here's how to watch live streaming,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/new-updates/rbi-mpc-meeting-date-2026-when-and-where-to-watch-governer-sanjay-malhotra-speech-policy-decision-heres-how-to-watch-live-streaming/articleshow/131519594.cms,RBI MPC Meeting June 2026: All eyes are on the Reserve Bank of India today as Governor Sanjay Malhotra announces the Monetary Policy Committee's decision. This crucial announcement will reveal the central bank's stance on interest rates and inflation. Investors are keenly awaiting signals on economic growth and stability amidst global uncertainties. The outcome will guide market sentiment for the coming months.
"Stock pickers’ market ahead as RBI flags risks; largecaps, banks and capex plays offer value: George Heber Joseph",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/stock-pickers-market-ahead-as-rbi-flags-risks-largecaps-banks-and-capex-plays-offer-value-george-thomas/articleshow/131549054.cms,"George Heber Joseph of ASK Investment Managers believes Indian markets have entered a stock pickers’ phase as RBI flags inflation and growth risks. He favours largecaps, banks, healthcare and capex-linked sectors, while cautioning against expensive smallcaps. With geopolitical tensions and rising energy prices weighing on sentiment, selective investing remains key."
"Rupee dips; RBI-led relief may fade without inflow measures, bankers say",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-dips-rbi-led-relief-may-fade-without-inflow-measures-bankers-say/articleshow/131500098.cms,"The Indian Rupee declined on Thursday, continuing a two-day fall. Weaker Asian currencies and importer hedging impacted the Rupee. The Reserve Bank of India's intervention had previously supported the currency. Future RBI policy actions will be crucial. Asian currencies also weakened amid global tensions."
"RBI MPC Meeting 2026: West Asia war shock is a concern, but India can ride it out 'with minimum pain', says Sanjay Malhotra",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-meeting-2026-global-war-impact-on-india-measures-strategy-india-inflation-india-can-ride-it-out-with-minimum-pain-says-sanjay-malhotra/articleshow/131519568.cms,"2026 RBI MPC Meeting: The Reserve Bank of India acknowledges global economic challenges from the West Asia conflict. Rising energy prices and supply chain issues create headwinds. However, India has built strong buffers. Diversified oil sourcing and robust foreign exchange reserves protect the economy. The central bank remains confident in managing external turbulence with minimal disruption."
Market Trading Guide: Ather Energy among 2 stock recommendations for Thursday,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-ather-energy-among-2-stock-recommendations-for-thursday/articleshow/131487881.cms,"Domestic markets rebounded from early losses despite rising Iran-US tensions, supported by strong gains in banking stocks. Analysts have recommended Ather Energy and J&K Bank for Thursday, citing bullish breakouts, healthy volumes, strong momentum indicators and favorable long-term technical structures."
Ahead of Market: 10 things that will decide stock market action on Friday,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-friday/articleshow/131511250.cms,"Indian equities ended largely unchanged as West Asia tensions tempered risk appetite. Broader markets outperformed despite recent corrections, while investors awaited the RBI policy decision and GDP data. Analysts flagged 23,500 as a key resistance and 23,300–23,200 as important support levels."
"Stable home loan interest rate to sustain housing demand: Industry bodies CREDAI, NAREDCO",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/services/property-/-cstruction/stable-home-loan-interest-rate-to-sustain-housing-demand-industry-bodies-credai-naredco/articleshow/131529757.cms,The RBI has kept the repo rate steady at 5.25 percent. Real estate industry bodies CREDAI and NAREDCO welcomed this move on Friday. They believe stable interest rates will support housing demand. This decision offers predictability for developers and homebuyers. It aims to maintain market stability amidst global economic challenges.
From Fed signals to rupee pressure: Key events shaping global markets this week,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/us-stocks/news/from-fed-signals-to-rupee-pressure-key-events-shaping-global-markets-this-week/slideshow/131436030.cms,
More economic safeguards on the cards as West Asia conflict persists: Report,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/more-economic-safeguards-on-the-cards-as-west-asia-conflict-persists-report/articleshow/131546346.cms,India is preparing new measures to protect its economy from the West Asia conflict. The government will introduce these steps gradually as needed. The focus is on ensuring supply of goods and raw materials. Stability in the rupee and foreign exchange is also a priority. This calibrated approach aims to manage emerging risks effectively.
"RBI MPC Meeting June 2026: Check date, time, expectations and where to watch Governor Sanjay Malhotra's speech live",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/new-updates/rbi-mpc-meeting-june-2026-date-when-and-where-to-watch-governer-sanjay-malhotra-speech-online/articleshow/131480278.cms,"RBI MPC Meeting June 2026: The Reserve Bank of India's Monetary Policy Committee begins a crucial three-day meeting, with a policy announcement expected on June 5. Markets are closely watching for signals on interest rates amid rising crude oil prices and rupee pressure, though inflation remains contained. Economists largely anticipate the repo rate to remain unchanged at 5.25%."
Ahead of Market: 10 things that will decide stock market action on Wednesday,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-wednesday/articleshow/131466696.cms,"Indian benchmark indices ended higher after a volatile session, with late buying in heavyweight IT stocks lifting sentiment. Sensex gained 382 points and Nifty closed above 23,480, while investors tracked monsoon progress, inflation trends, RBI policy outlook and liquidity conditions."
Rupee closes at 95.78 vs USD ahead of crucial central bank rate review,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-news/rupee-closes-at-95-78-vs-usd-ahead-of-crucial-central-bank-rate-review/articleshow/131504168.cms,"The Indian rupee declined for a second day ahead of the Reserve Bank of India's monetary policy review, with traders anticipating measures to support the currency. The rupee's recent recovery, aided by RBI intervention and expectations of boosted inflows, faces renewed pressure if Friday's policy fails to deliver."
RBI MPC Meeting 2026: Sanjay Malhotra & co warn weak monsoon could stir food inflation despite price stability,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/agriculture/rbi-mpc-monsoon-effect-2026-rbi-governor-statement-inflation-food-prices-rainfall-impact-india-economy-el-nino/articleshow/131519828.cms,"RBI monetary policy meeting: India's monsoon season is critical for farms and prices. A weak monsoon could impact crop yields and raise food costs. The Reserve Bank of India is watching weather closely. Inflation has already risen slightly. Experts warn of price pressures from rain, energy, and currency. Monsoon outcomes will shape India's economic path."
Market Trading Guide: YES Bank among two stock picks for Monday with up to 10% upside scope,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-yes-bank-among-two-stock-picks-for-monday-with-up-to-10-upside-scope/articleshow/131421232.cms,"Equity markets saw broad-based selling pressure after weak monsoon forecasts raised concerns over food inflation, though falling crude oil prices and easing bond yields helped limit downside risks. Investors now await key domestic triggers, including the RBI policy decision and GDP data, while analysts have flagged YES Bank and NBCC as stocks with strong short-term bullish momentum and upside potential."
"RBI projects 5.1% inflation, 6.6% GDP growth for FY27 amid global uncertainty",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/india/rbi-projects-5-1-inflation-6-6-gdp-growth-for-fy27-amid-global-uncertainty/videoshow/131524556.cms,
"RBI expects healthy foreign capital inflows, better balance of payments after easing measures",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-expects-healthy-foreign-capital-inflows-better-balance-of-payments-after-easing-measures/articleshow/131531701.cms,The RBI is introducing new measures to attract foreign investment. These steps aim to boost capital inflows and improve India's balance of payments. The central bank expects significant overseas funds to enter the country through various channels. These initiatives are designed to make it easier for foreign investors to participate in India's financial markets.
"RBI's foreign capital push reflects rising inflation, slowing growth concerns: Report",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-bold-move-to-attract-foreign-capital-amidst-rising-inflation-and-slowing-growth-concerns/articleshow/131551198.cms,"The Reserve Bank of India is introducing new measures to attract foreign investment. This move aims to tackle rising inflation, slowing economic growth, and external sector pressures. The central bank is focusing on boosting capital inflows to manage the country's balance of payments. These steps are designed to support the rupee and domestic liquidity in the short to medium term."
"Finance ministry flags inflation risks ahead of RBI policy as fuel prices, monsoon concerns mount",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/finance-ministry-flags-inflation-risks-ahead-of-rbi-policy-as-fuel-prices-monsoon-concerns-mount/articleshow/131406937.cms,"India faces rising inflation risks. Fuel prices are up, the rupee is weak, and a poor monsoon looms. The Finance Ministry warns of renewed price pressures. This comes before the Reserve Bank of India's policy decision. Wholesale price increases are a concern. Global conflicts also pose a threat to India's economy."
"MPC Forex Level: India’s forex reserves remain healthy at $682.3 billion, says RBI Governor Sanjay Malhotra",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-monetary-policy-2026-forex-level-impact-currency-trading-forex-market-today-usd-inr-rate-indias-forex-reserves-remain-healthy-at-682-3-billion-says-rbi-governor-malhotra/articleshow/131520464.cms,"India's foreign exchange reserves are strong at $682.3 billion. The Reserve Bank of India has used these reserves to stabilize the rupee. Despite recent declines, reserves remain sufficient for imports and external debt. Policy reforms and trade agreements are expected to boost the economy. India is well-positioned to handle global economic challenges."
"RBI to hold rate on Friday, future hike will depend on inflation data: Gita Gopinath",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-to-hold-rate-on-friday-future-hike-will-depend-on-inflation-data-gita-gopinath/articleshow/131485928.cms,"The Reserve Bank of India (RBI) is likely to keep interest rates unchanged in the near term and adopt a data-dependent approach before taking any future policy action, according to Gita Gopinath, former First Deputy Managing Director of the International Monetary Fund (IMF)."
"RBI MPC Meeting 2026: Sanjay Malhotra & Co hold rates steady at 5.25% as oil shock, weak rupee & West Asia war cloud outlook",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-monetary-policy-meeting-2026-key-announcements-repo-rate-updates-sanjay-malhotra-key-decisions-gdp-inflation-rupee-west-asia-war-strait-of-hormuz-oil/articleshow/131521366.cms,"RBI Monetary Policy Meeting 2026: The Reserve Bank of India maintained the repo rate at 5.25%, balancing inflation risks from rising crude oil prices and a weakening rupee against the need to support economic growth. The decision comes amid geopolitical tensions and concerns over a below-normal monsoon, with the central bank closely monitoring future rate trajectories."
"FIIs, weak global cues among 5 factors that could keep D-St under pressure this week",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/fiis-weak-global-cues-among-5-factors-that-could-keep-d-st-under-pressure-this-week/articleshow/131561835.cms,"Indian stock markets may remain under pressure this week amid persistent FII selling, weak global cues, rising geopolitical tensions in West Asia and elevated crude oil prices. While RBI’s policy measures and steps to attract foreign capital could support sentiment, investors will closely track monsoon progress, inflation concerns, global market trends and institutional flows for further market direction."
"Sensex falls over 300 points, Nifty below 23,350 amid persistent FII selling",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-over-300-points-nifty-below-23350-amid-persistent-fii-selling/articleshow/131496030.cms,"Indian stock markets opened lower on Thursday, with Sensex and Nifty declining due to persistent FII selling and global headwinds. Geojit Investments noted that geopolitical uncertainties in West Asia and FPI outflows are weighing on the market, suggesting a cautious approach for investors."
RBI reviews expected credit loss rules amid concerns over impact on SME credit costs,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-reviews-expected-credit-loss-rules-amid-concerns-over-impact-on-sme-credit-costs/articleshow/131449270.cms,"The Reserve Bank of India is taking a closer look at its credit loss regulations, which may result in higher borrowing costs for small and mid-sized firms. With rating agencies recently exceeding default rate benchmarks, there is a chance of elevated risk weights for these businesses."
Shot of hike as painkiller: India’s economic storm calls for decisive MPC action,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/shot-of-hike-as-painkiller-indias-economic-storm-calls-for-decisive-mpc-action/articleshow/131428665.cms,"India's economy faces a perfect storm. The rupee is at historic lows, subsidies are soaring, and fiscal deficit risks are rising. Capital outflows are accelerating, and prices are climbing. The Monetary Policy Committee meets this week. Many expect rates to stay unchanged. However, rising inflation pressures may force a rate hike."
RBI's inflation forecast signals 1-2 rate hikes in coming months: Experts,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-inflation-forecast-signals-1-2-rate-hikes-in-coming-months-experts/articleshow/131528642.cms,"Experts anticipate one to two rate hikes in the coming months following the RBI's increased inflation forecast, despite keeping the policy rate unchanged. The central bank also introduced measures to attract foreign capital and support the rupee amidst global economic uncertainties."
"Market wrap: Sensex rises 383 points, Nifty closes near 23,500 as IT stocks shine",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-rises-383-points-nifty-closes-near-23500-as-it-stocks-shine/articleshow/131461150.cms,"Indian stock market staged a sharp recovery, with Sensex and Nifty erasing morning losses to snap a four-session losing streak, led by a strong surge in IT stocks including heavyweight TCS, Infosys, HCL Tech and Tech Mahindra."
"RBI MPC Meeting 2026 Highlights: Sanjay Malhotra & co keeps repo rate unchanged, flags economic risks as Iran war impact penetrates into economy",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/newsblogs/rbi-monetary-policy-meeting-2026-live-updates-repo-rate-india-gdp-growth-reserve-bank-of-india-governor-sanjay-malhotra-speech-announcements-highlights-5th-june-latest-updates-west-asia-conflict-inflation-forex-gold/liveblog/131519170.cms,"RBI Monetary Policy Meeting: The Reserve Bank of India (RBI) Governor Sanjay Malhotra, under the latest Monetary Policy Committee (MPC), announced its decision to keep the repo rate unchanged and maintain the neutral stance. The June Monetary Policy Committee meeting, led by Governor Sanjay Malhotra, came at a time when the Indian economy is facing impacts of the conflict in West Asia at multiple levels. The Governor said that the duration of supply chain disruptions and its impact on prices foremost concern right now. Repo rate unchanged The repo rate, decided by the Reserve Bank of India, is the interest rate at which the central bank lends short-term funds to commercial banks. The central bank has unanimously decided to keep the key lending rate unchanged at 5.25 per cent and remain data-dependent to closely monitor the developments."
"Sensex recovers 700 points from day’s low, Nifty rises above 23,450. 5 key factors behind market rebound",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-recovers-700-points-from-days-low-nifty-rises-above-23450-5-key-factors-behind-market-rebound/articleshow/131495930.cms,"Indian stock markets staged a strong comeback, with Sensex and Nifty recovering significantly from morning lows. Falling oil prices, a strengthening rupee, and potential scrapping of capital gains tax on FPI investments in government securities boosted investor confidence. Broader markets also saw a sharp rebound, indicating positive sentiment despite recent foreign investor outflows."
RBI likely to keep status quo on policy rate as threats loom,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/status-quo-on-rbis-policy-rate-likely-as-threats-loom/articleshow/131429094.cms,"A majority of economists polled by ET predict the Reserve Bank of India will hold its policy rate steady at the upcoming June meeting. This decision comes amid concerns over geopolitical tensions and adverse weather forecasts, which threaten economic growth and could fuel inflation."
Rupee rises 5 paise to 95.53 against US dollar in early trade,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-rises-5-paise-to-95-53-against-us-dollar-in-early-trade/articleshow/131381857.cms,"The Indian Rupee gained ground against the US Dollar today. This rise follows an agreement between the US and Iran to extend a ceasefire. Forex traders believe this will ensure continued trade through the Strait of Hormuz. Stable oil prices offer relief to India, an oil-importing nation. However, foreign investment flows remain a key challenge for the Rupee's stability."
"RBI sees services exports, remittances cushioning current account in FY27",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-sees-services-exports-remittances-cushioning-current-account-in-fy27/articleshow/131423174.cms,"India's current account balance will see strong support in 2026-27. Robust growth in software and business services exports will be a key factor. Inward remittances from countries outside the Gulf will also contribute significantly. These strengths will help buffer the economy against global uncertainties. Policy measures are also expected to attract foreign investment, further bolstering the external sector."
"Sensex tumbles over 1,100 points, Nifty below 23,200. 6 key factors behind today's D-Street rout",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/why-is-market-falling-today-sensex-drops-700-points-nifty-below-23300-5-key-factors-behind-today-d-street-rout/articleshow/131454333.cms,"Indian stock markets experienced a significant downturn on Monday, with benchmark indices Sensex and Nifty falling over 1% each. Rising Iran-US tensions, persistent FII selling, and a surge in oil prices contributed to a broad-based selloff, wiping out over Rs 3 lakh crore from market capitalization. IT stocks also saw considerable losses after a recent bull run."
"RBI MPC meet: Central bank likely to maintain status quo on rates, adopt cautious approach amid West Asia crisis",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-set-to-keep-rates-steady-amid-west-asia-crisis-experts-predict-cautious-economic-outlook/articleshow/131421956.cms,"Experts anticipate the Reserve Bank of India will maintain its key policy rate at 5.25 percent this week. The central bank is expected to adopt a cautious approach, considering potential inflation headwinds and growth challenges. Factors like West Asia turmoil, rising energy prices, and a weakening rupee are influencing this outlook."
India bond gains capped by smaller than expected RBI dividend,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/india-bond-gains-capped-by-smaller-than-expected-rbi-dividend/articleshow/131263805.cms,"The benchmark 6.48% 2035 bond yield settled at 7.0917%, bouncing off the day's low of 7.0636%, but still 2.2 basis points below Thursday's close. The ⁠yield ⁠rose 3 bps on the week after sharp swings inrecent sessions. Bond prices move inversely to yields."
"June quarter earnings to determine market direction, says Sunil Subramaniam, warns on risks in near term",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/june-quarter-earnings-to-determine-market-direction-says-sunil-subramaniam-warns-on-risks-in-near-term/articleshow/131277392.cms,"Market expert Sunil Subramaniam advised caution amid geopolitical uncertainty and rising input costs, while favouring consumer durables, capital goods and PSBs. He expects volatility to remain elevated as crude prices, RBI policy decisions and Q1 earnings determine market direction in coming months."
Experts see possibility of 50-75 bps RBI rate hike amid inflation pressures,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/experts-see-possibility-of-50-75-bps-rbi-rate-hike-amid-inflation-pressures/articleshow/131218489.cms,"Concerns are rising over India's economic outlook due to surging crude oil prices and inflation. Experts suggest the Reserve Bank of India might increase interest rates in the coming quarters. Global uncertainties and geopolitical tensions are adding pressure. While some anticipate a cautious pause, persistent inflation risks could lead to policy tightening."
"JP Morgan warns of FY27 earnings risk, says Nifty can fall to 20,500 in bear case",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/jp-morgan-warns-of-fy27-earnings-risk-says-nifty-can-fall-to-20500-in-bear-case/articleshow/131197335.cms,"JP Morgan has cautioned that India’s FY27 earnings face significant risks from an extended energy and logistics shock linked to the Middle East conflict. The brokerage warned that the Nifty50 could slip to 20,500 in a bear case, even as it maintains a 27,000 base-case target amid fragile macro signals."
"India to use AI to protect consumers from money mule banking cyber fraud, announces Home Minister Amit Shah",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/wealth/save/india-to-use-ai-to-protect-consumers-from-money-mule-banking-cyber-fraud-announces-home-minister-amit-shah/articleshow/131064321.cms,"India will now use Artificial Intelligence to fight money mule banking cyber fraud. The Home Minister announced a partnership between the Indian Cyber Crime Coordination Centre and the Reserve Bank of India’s Innovation Hub. This collaboration will help detect and block suspicious accounts faster. Consumers can expect safer digital transactions across UPI, online banking, and fintech platforms."
"Sensex dips 3,400 points in 4 days. Is this the beginning of a bigger crash?",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-dips-3400-points-in-4-days-is-this-the-beginning-of-a-bigger-crash/articleshow/131037444.cms,"Indian equity markets fell for a fourth straight session as rising crude oil prices, geopolitical tensions, FII selling, and a record-low rupee triggered sharp losses across benchmark, midcap, and smallcap indices. Analysts warned volatility may persist unless global tensions ease and inflation concerns stabilise."
Turning Defensive! Why bond markets are repricing risk amid global pressures,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/turning-defensive-why-bond-markets-are-repricing-risk-amid-global-pressures/articleshow/131028380.cms,"Fixed income markets face complexity as global and domestic forces necessitate a defensive stance, particularly on duration. The RBI's ability to lower rates is constrained by external pressures, leading to a widening gap between policy and market yields. Bandhan AMC has shifted to an underweight duration position, reducing exposure to long-duration government securities."
"CSB Bank cautious on gold loans, focuses on wholesale business, says MD Pralay Mondal",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/csb-bank-cautious-on-gold-loans-focuses-on-wholesale-business-says-md-pralay-mondal/articleshow/130831071.cms,"CSB Bank is turning cautious on gold loans amid price volatility linked to geopolitical tensions. The lender expects slower growth, shifting focus to wholesale and SME lending while leveraging digital capabilities, maintaining stable credit growth and conservative loan-to-value ratios."
