title,url,summary,War_Sentiment_Label,War_Pos,War_Neg,War_Neu
"Bank stocks rally as RBI steps lift mood, trigger short covering",https://economictimes.indiatimes.com/markets/stocks/news/bank-stocks-rally-as-rbi-steps-lift-mood-trigger-short-covering/articleshow/131622575.cms,"On Tuesday, bank stocks rocketed upwards following strategic interventions by the Reserve Bank of India aimed at shielding foreign currency loans. This move has revitalized investor confidence, propelling Bank Nifty to a remarkable close above 55,000. Many banks saw impressive gains, and experts forecast that these measures will enhance deposit growth while reducing overall funding expenses.",Positive,0.7977848052978516,0.17360953986644745,0.02860567532479763
GIFT Nifty tumbles 1.5% as US stock market plunges. Will Dalal Street crash on Monday?,https://economictimes.indiatimes.com/markets/stocks/news/gift-nifty-tumbles-1-5-as-us-stock-market-plunges-will-dalal-street-crash-on-monday/articleshow/131545625.cms,"GIFT Nifty plunged over 1.5% after a sharp selloff on Wall Street, signalling a weak start for Dalal Street on Monday. Strong US jobs data fuelled fears of prolonged higher interest rates, pushing Treasury yields higher and triggering a broad market decline. Analysts expect volatility amid global and domestic uncertainties.",Negative,0.09308017045259476,0.8789546489715576,0.027965117245912552
RBI MPC highlights: Top decisions announced by Governor Sanjay Malhotra & Co,https://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-highlights-top-decisions-announced-by-governor-sanjay-malhotra-co/articleshow/131521364.cms,"RBI Monetary Policy Meeting Highlights: Reserve Bank Governor Sanjay Malhotra announced the Monetary Policy Committee's (MPC) decision, with repo rate remaining unchanged at 5.25%. At its previous policy review in April, the RBI had kept rates unchanged, choosing to closely monitor the evolving geopolitical situation and its potential impact on energy prices, inflation and economic activity.",Neutral,0.10028839856386185,0.28040003776550293,0.6193116307258606
"Stock pickers’ market ahead as RBI flags risks; largecaps, banks and capex plays offer value: George Heber Joseph",https://economictimes.indiatimes.com/markets/expert-view/stock-pickers-market-ahead-as-rbi-flags-risks-largecaps-banks-and-capex-plays-offer-value-george-thomas/articleshow/131549054.cms,"George Heber Joseph of ASK Investment Managers believes Indian markets have entered a stock pickers’ phase as RBI flags inflation and growth risks. He favours largecaps, banks, healthcare and capex-linked sectors, while cautioning against expensive smallcaps. With geopolitical tensions and rising energy prices weighing on sentiment, selective investing remains key.",Neutral,0.22410766780376434,0.024216189980506897,0.7516761422157288
"Rupee dips; RBI-led relief may fade without inflow measures, bankers say",https://economictimes.indiatimes.com/markets/forex/rupee-dips-rbi-led-relief-may-fade-without-inflow-measures-bankers-say/articleshow/131500098.cms,"The Indian Rupee declined on Thursday, continuing a two-day fall. Weaker Asian currencies and importer hedging impacted the Rupee. The Reserve Bank of India's intervention had previously supported the currency. Future RBI policy actions will be crucial. Asian currencies also weakened amid global tensions.",Positive,0.64727783203125,0.08346343040466309,0.2692587077617645
"RBI MPC Meeting 2026: West Asia war shock is a concern, but India can ride it out 'with minimum pain', says Sanjay Malhotra",https://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-meeting-2026-global-war-impact-on-india-measures-strategy-india-inflation-india-can-ride-it-out-with-minimum-pain-says-sanjay-malhotra/articleshow/131519568.cms,"2026 RBI MPC Meeting: The Reserve Bank of India acknowledges global economic challenges from the West Asia conflict. Rising energy prices and supply chain issues create headwinds. However, India has built strong buffers. Diversified oil sourcing and robust foreign exchange reserves protect the economy. The central bank remains confident in managing external turbulence with minimal disruption.",Positive,0.861463874578476,0.024411968421190977,0.11412416398525238
Market Trading Guide: Ather Energy among 2 stock recommendations for Thursday,https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-ather-energy-among-2-stock-recommendations-for-thursday/articleshow/131487881.cms,"Domestic markets rebounded from early losses despite rising Iran-US tensions, supported by strong gains in banking stocks. Analysts have recommended Ather Energy and J&K Bank for Thursday, citing bullish breakouts, healthy volumes, strong momentum indicators and favorable long-term technical structures.",Positive,0.9361693263053894,0.04335818439722061,0.02047247625887394
"Stable home loan interest rate to sustain housing demand: Industry bodies CREDAI, NAREDCO",https://economictimes.indiatimes.com/industry/services/property-/-cstruction/stable-home-loan-interest-rate-to-sustain-housing-demand-industry-bodies-credai-naredco/articleshow/131529757.cms,The RBI has kept the repo rate steady at 5.25 percent. Real estate industry bodies CREDAI and NAREDCO welcomed this move on Friday. They believe stable interest rates will support housing demand. This decision offers predictability for developers and homebuyers. It aims to maintain market stability amidst global economic challenges.,Positive,0.7414819598197937,0.015489738900214434,0.24302829429507256
More economic safeguards on the cards as West Asia conflict persists: Report,https://economictimes.indiatimes.com/news/economy/policy/more-economic-safeguards-on-the-cards-as-west-asia-conflict-persists-report/articleshow/131546346.cms,India is preparing new measures to protect its economy from the West Asia conflict. The government will introduce these steps gradually as needed. The focus is on ensuring supply of goods and raw materials. Stability in the rupee and foreign exchange is also a priority. This calibrated approach aims to manage emerging risks effectively.,Neutral,0.4520942158997059,0.02300415001809597,0.5249016806483269
"RBI MPC Meeting June 2026: Check date, time, expectations and where to watch Governor Sanjay Malhotra's speech live",https://economictimes.indiatimes.com/news/new-updates/rbi-mpc-meeting-june-2026-date-when-and-where-to-watch-governer-sanjay-malhotra-speech-online/articleshow/131480278.cms,"RBI MPC Meeting June 2026: The Reserve Bank of India's Monetary Policy Committee begins a crucial three-day meeting, with a policy announcement expected on June 5. Markets are closely watching for signals on interest rates amid rising crude oil prices and rupee pressure, though inflation remains contained. Economists largely anticipate the repo rate to remain unchanged at 5.25%.",Negative,0.2312847077846527,0.611908495426178,0.15680675208568573
RBI MPC Meeting 2026: Sanjay Malhotra & co warn weak monsoon could stir food inflation despite price stability,https://economictimes.indiatimes.com/news/economy/agriculture/rbi-mpc-monsoon-effect-2026-rbi-governor-statement-inflation-food-prices-rainfall-impact-india-economy-el-nino/articleshow/131519828.cms,"RBI monetary policy meeting: India's monsoon season is critical for farms and prices. A weak monsoon could impact crop yields and raise food costs. The Reserve Bank of India is watching weather closely. Inflation has already risen slightly. Experts warn of price pressures from rain, energy, and currency. Monsoon outcomes will shape India's economic path.",Negative,0.01944127306342125,0.8938539028167725,0.08670476078987122
Market Trading Guide: YES Bank among two stock picks for Monday with up to 10% upside scope,https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-yes-bank-among-two-stock-picks-for-monday-with-up-to-10-upside-scope/articleshow/131421232.cms,"Equity markets saw broad-based selling pressure after weak monsoon forecasts raised concerns over food inflation, though falling crude oil prices and easing bond yields helped limit downside risks. Investors now await key domestic triggers, including the RBI policy decision and GDP data, while analysts have flagged YES Bank and NBCC as stocks with strong short-term bullish momentum and upside potential.",Negative,0.23888564109802246,0.7253624796867371,0.035751886665821075
"RBI expects healthy foreign capital inflows, better balance of payments after easing measures",https://economictimes.indiatimes.com/news/economy/policy/rbi-expects-healthy-foreign-capital-inflows-better-balance-of-payments-after-easing-measures/articleshow/131531701.cms,The RBI is introducing new measures to attract foreign investment. These steps aim to boost capital inflows and improve India's balance of payments. The central bank expects significant overseas funds to enter the country through various channels. These initiatives are designed to make it easier for foreign investors to participate in India's financial markets.,Positive,0.7942155599594116,0.00784775149077177,0.19793666899204254
"RBI's foreign capital push reflects rising inflation, slowing growth concerns: Report",https://economictimes.indiatimes.com/news/economy/policy/rbis-bold-move-to-attract-foreign-capital-amidst-rising-inflation-and-slowing-growth-concerns/articleshow/131551198.cms,"The Reserve Bank of India is introducing new measures to attract foreign investment. This move aims to tackle rising inflation, slowing economic growth, and external sector pressures. The central bank is focusing on boosting capital inflows to manage the country's balance of payments. These steps are designed to support the rupee and domestic liquidity in the short to medium term.",Positive,0.8654640316963196,0.01124646794050932,0.12328949570655823
"Finance ministry flags inflation risks ahead of RBI policy as fuel prices, monsoon concerns mount",https://economictimes.indiatimes.com/news/economy/policy/finance-ministry-flags-inflation-risks-ahead-of-rbi-policy-as-fuel-prices-monsoon-concerns-mount/articleshow/131406937.cms,"India faces rising inflation risks. Fuel prices are up, the rupee is weak, and a poor monsoon looms. The Finance Ministry warns of renewed price pressures. This comes before the Reserve Bank of India's policy decision. Wholesale price increases are a concern. Global conflicts also pose a threat to India's economy.",Negative,0.01585626369342208,0.9213629961013794,0.06278068199753761
"MPC Forex Level: India’s forex reserves remain healthy at $682.3 billion, says RBI Governor Sanjay Malhotra",https://economictimes.indiatimes.com/news/economy/indicators/rbi-monetary-policy-2026-forex-level-impact-currency-trading-forex-market-today-usd-inr-rate-indias-forex-reserves-remain-healthy-at-682-3-billion-says-rbi-governor-malhotra/articleshow/131520464.cms,"India's foreign exchange reserves are strong at $682.3 billion. The Reserve Bank of India has used these reserves to stabilize the rupee. Despite recent declines, reserves remain sufficient for imports and external debt. Policy reforms and trade agreements are expected to boost the economy. India is well-positioned to handle global economic challenges.",Positive,0.5194458961486816,0.04804113134741783,0.4325129985809326
"RBI MPC Meeting 2026: Sanjay Malhotra & Co hold rates steady at 5.25% as oil shock, weak rupee & West Asia war cloud outlook",https://economictimes.indiatimes.com/news/economy/policy/rbi-monetary-policy-meeting-2026-key-announcements-repo-rate-updates-sanjay-malhotra-key-decisions-gdp-inflation-rupee-west-asia-war-strait-of-hormuz-oil/articleshow/131521366.cms,"RBI Monetary Policy Meeting 2026: The Reserve Bank of India maintained the repo rate at 5.25%, balancing inflation risks from rising crude oil prices and a weakening rupee against the need to support economic growth. The decision comes amid geopolitical tensions and concerns over a below-normal monsoon, with the central bank closely monitoring future rate trajectories.",Negative,0.2816150262951851,0.44925083220005035,0.26913411170244217
"FIIs, weak global cues among 5 factors that could keep D-St under pressure this week",https://economictimes.indiatimes.com/markets/stocks/news/fiis-weak-global-cues-among-5-factors-that-could-keep-d-st-under-pressure-this-week/articleshow/131561835.cms,"Indian stock markets may remain under pressure this week amid persistent FII selling, weak global cues, rising geopolitical tensions in West Asia and elevated crude oil prices. While RBI’s policy measures and steps to attract foreign capital could support sentiment, investors will closely track monsoon progress, inflation concerns, global market trends and institutional flows for further market direction.",Negative,0.012644758448004723,0.9633763432502747,0.02397894859313965
"Sensex falls over 300 points, Nifty below 23,350 amid persistent FII selling",https://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-over-300-points-nifty-below-23350-amid-persistent-fii-selling/articleshow/131496030.cms,"Indian stock markets opened lower on Thursday, with Sensex and Nifty declining due to persistent FII selling and global headwinds. Geojit Investments noted that geopolitical uncertainties in West Asia and FPI outflows are weighing on the market, suggesting a cautious approach for investors.",Negative,0.06042201444506645,0.8210092782974243,0.11856868863105774
RBI reviews expected credit loss rules amid concerns over impact on SME credit costs,https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-reviews-expected-credit-loss-rules-amid-concerns-over-impact-on-sme-credit-costs/articleshow/131449270.cms,"The Reserve Bank of India is taking a closer look at its credit loss regulations, which may result in higher borrowing costs for small and mid-sized firms. With rating agencies recently exceeding default rate benchmarks, there is a chance of elevated risk weights for these businesses.",Positive,0.8474782705307007,0.1113821268081665,0.04113949090242386
"RBI MPC Meeting 2026 Highlights: Sanjay Malhotra & co keeps repo rate unchanged, flags economic risks as Iran war impact penetrates into economy",https://economictimes.indiatimes.com/news/newsblogs/rbi-monetary-policy-meeting-2026-live-updates-repo-rate-india-gdp-growth-reserve-bank-of-india-governor-sanjay-malhotra-speech-announcements-highlights-5th-june-latest-updates-west-asia-conflict-inflation-forex-gold/liveblog/131519170.cms,"RBI Monetary Policy Meeting: The Reserve Bank of India (RBI) Governor Sanjay Malhotra, under the latest Monetary Policy Committee (MPC), announced its decision to keep the repo rate unchanged and maintain the neutral stance. The June Monetary Policy Committee meeting, led by Governor Sanjay Malhotra, came at a time when the Indian economy is facing impacts of the conflict in West Asia at multiple levels. The Governor said that the duration of supply chain disruptions and its impact on prices foremost concern right now. Repo rate unchanged The repo rate, decided by the Reserve Bank of India, is the interest rate at which the central bank lends short-term funds to commercial banks. The central bank has unanimously decided to keep the key lending rate unchanged at 5.25 per cent and remain data-dependent to closely monitor the developments.",Negative,0.12078767083585262,0.47302716597914696,0.406185120344162
"Sensex recovers 700 points from day’s low, Nifty rises above 23,450. 5 key factors behind market rebound",https://economictimes.indiatimes.com/markets/stocks/news/sensex-recovers-700-points-from-days-low-nifty-rises-above-23450-5-key-factors-behind-market-rebound/articleshow/131495930.cms,"Indian stock markets staged a strong comeback, with Sensex and Nifty recovering significantly from morning lows. Falling oil prices, a strengthening rupee, and potential scrapping of capital gains tax on FPI investments in government securities boosted investor confidence. Broader markets also saw a sharp rebound, indicating positive sentiment despite recent foreign investor outflows.",Positive,0.9426800608634949,0.03287356346845627,0.024446461349725723
RBI likely to keep status quo on policy rate as threats loom,https://economictimes.indiatimes.com/news/economy/policy/status-quo-on-rbis-policy-rate-likely-as-threats-loom/articleshow/131429094.cms,"A majority of economists polled by ET predict the Reserve Bank of India will hold its policy rate steady at the upcoming June meeting. This decision comes amid concerns over geopolitical tensions and adverse weather forecasts, which threaten economic growth and could fuel inflation.",Negative,0.014457711949944496,0.9503684043884277,0.035173919051885605
Rupee rises 5 paise to 95.53 against US dollar in early trade,https://economictimes.indiatimes.com/markets/forex/rupee-rises-5-paise-to-95-53-against-us-dollar-in-early-trade/articleshow/131381857.cms,"The Indian Rupee gained ground against the US Dollar today. This rise follows an agreement between the US and Iran to extend a ceasefire. Forex traders believe this will ensure continued trade through the Strait of Hormuz. Stable oil prices offer relief to India, an oil-importing nation. However, foreign investment flows remain a key challenge for the Rupee's stability.",Positive,0.875976582368215,0.030344922095537186,0.09367852285504341
"RBI sees services exports, remittances cushioning current account in FY27",https://economictimes.indiatimes.com/news/economy/indicators/rbi-sees-services-exports-remittances-cushioning-current-account-in-fy27/articleshow/131423174.cms,"India's current account balance will see strong support in 2026-27. Robust growth in software and business services exports will be a key factor. Inward remittances from countries outside the Gulf will also contribute significantly. These strengths will help buffer the economy against global uncertainties. Policy measures are also expected to attract foreign investment, further bolstering the external sector.",Positive,0.9378811419010162,0.010713191237300634,0.05140564404428005
"Sensex tumbles over 1,100 points, Nifty below 23,200. 6 key factors behind today's D-Street rout",https://economictimes.indiatimes.com/markets/stocks/news/why-is-market-falling-today-sensex-drops-700-points-nifty-below-23300-5-key-factors-behind-today-d-street-rout/articleshow/131454333.cms,"Indian stock markets experienced a significant downturn on Monday, with benchmark indices Sensex and Nifty falling over 1% each. Rising Iran-US tensions, persistent FII selling, and a surge in oil prices contributed to a broad-based selloff, wiping out over Rs 3 lakh crore from market capitalization. IT stocks also saw considerable losses after a recent bull run.",Negative,0.011607709340751171,0.9682251811027527,0.020167067646980286
"RBI MPC meet: Central bank likely to maintain status quo on rates, adopt cautious approach amid West Asia crisis",https://economictimes.indiatimes.com/news/economy/policy/rbi-set-to-keep-rates-steady-amid-west-asia-crisis-experts-predict-cautious-economic-outlook/articleshow/131421956.cms,"Experts anticipate the Reserve Bank of India will maintain its key policy rate at 5.25 percent this week. The central bank is expected to adopt a cautious approach, considering potential inflation headwinds and growth challenges. Factors like West Asia turmoil, rising energy prices, and a weakening rupee are influencing this outlook.",Negative,0.07072574831545353,0.6305325776338577,0.2987416535615921
"June quarter earnings to determine market direction, says Sunil Subramaniam, warns on risks in near term",https://economictimes.indiatimes.com/markets/expert-view/june-quarter-earnings-to-determine-market-direction-says-sunil-subramaniam-warns-on-risks-in-near-term/articleshow/131277392.cms,"Market expert Sunil Subramaniam advised caution amid geopolitical uncertainty and rising input costs, while favouring consumer durables, capital goods and PSBs. He expects volatility to remain elevated as crude prices, RBI policy decisions and Q1 earnings determine market direction in coming months.",Positive,0.6649990975856781,0.053526684641838074,0.28147424943745136
Experts see possibility of 50-75 bps RBI rate hike amid inflation pressures,https://economictimes.indiatimes.com/markets/forex/experts-see-possibility-of-50-75-bps-rbi-rate-hike-amid-inflation-pressures/articleshow/131218489.cms,"Concerns are rising over India's economic outlook due to surging crude oil prices and inflation. Experts suggest the Reserve Bank of India might increase interest rates in the coming quarters. Global uncertainties and geopolitical tensions are adding pressure. While some anticipate a cautious pause, persistent inflation risks could lead to policy tightening.",Negative,0.046669441585739456,0.8948349157969157,0.05849564323822657
"JP Morgan warns of FY27 earnings risk, says Nifty can fall to 20,500 in bear case",https://economictimes.indiatimes.com/markets/stocks/news/jp-morgan-warns-of-fy27-earnings-risk-says-nifty-can-fall-to-20500-in-bear-case/articleshow/131197335.cms,"JP Morgan has cautioned that India’s FY27 earnings face significant risks from an extended energy and logistics shock linked to the Middle East conflict. The brokerage warned that the Nifty50 could slip to 20,500 in a bear case, even as it maintains a 27,000 base-case target amid fragile macro signals.",Negative,0.022555874194949865,0.9606590867042542,0.016785017680376768
"India to use AI to protect consumers from money mule banking cyber fraud, announces Home Minister Amit Shah",https://economictimes.indiatimes.com/wealth/save/india-to-use-ai-to-protect-consumers-from-money-mule-banking-cyber-fraud-announces-home-minister-amit-shah/articleshow/131064321.cms,"India will now use Artificial Intelligence to fight money mule banking cyber fraud. The Home Minister announced a partnership between the Indian Cyber Crime Coordination Centre and the Reserve Bank of India’s Innovation Hub. This collaboration will help detect and block suspicious accounts faster. Consumers can expect safer digital transactions across UPI, online banking, and fintech platforms.",Neutral,0.22113408893346786,0.014246509876102209,0.7646194100379944
"Sensex dips 3,400 points in 4 days. Is this the beginning of a bigger crash?",https://economictimes.indiatimes.com/markets/stocks/news/sensex-dips-3400-points-in-4-days-is-this-the-beginning-of-a-bigger-crash/articleshow/131037444.cms,"Indian equity markets fell for a fourth straight session as rising crude oil prices, geopolitical tensions, FII selling, and a record-low rupee triggered sharp losses across benchmark, midcap, and smallcap indices. Analysts warned volatility may persist unless global tensions ease and inflation concerns stabilise.",Negative,0.03203506954014301,0.9442577362060547,0.023707161657512188
"CSB Bank cautious on gold loans, focuses on wholesale business, says MD Pralay Mondal",https://economictimes.indiatimes.com/markets/expert-view/csb-bank-cautious-on-gold-loans-focuses-on-wholesale-business-says-md-pralay-mondal/articleshow/130831071.cms,"CSB Bank is turning cautious on gold loans amid price volatility linked to geopolitical tensions. The lender expects slower growth, shifting focus to wholesale and SME lending while leveraging digital capabilities, maintaining stable credit growth and conservative loan-to-value ratios.",Negative,0.343550818040967,0.5421905368566513,0.11425864137709141
Is the RBI fighting the wrong battle? Why rate hikes may not solve India’s current inflation problem,https://economictimes.indiatimes.com/markets/stocks/news/is-the-rbi-fighting-the-wrong-battle-why-rate-hikes-may-not-solve-indias-current-inflation-problem/articleshow/130382575.cms,"Rising oil prices due to the West Asia conflict have lifted inflation expectations, but underlying demand in India remains weak. Despite market signals pointing to possible rate hikes, historical trends and current macro conditions suggest the RBI may hold off, favouring supportive monetary policy amid fragile growth and supply-driven inflation pressures.",Negative,0.07396557182073593,0.9093986749649048,0.016635730862617493
Iran truce spurs best week for India bonds in over six years,https://economictimes.indiatimes.com/markets/bonds/iran-truce-spurs-best-week-for-india-bonds-in-over-six-years/articleshow/130170096.cms,"Indian government bonds ended their best week in six-and-a-half years on Friday, as a fragile truce between U.S. and Iran cooled oil prices and a neutral central bank policy aided sentiment.",Positive,0.8210133910179138,0.14120161533355713,0.037784989923238754
"Rupee ends higher; traders eye Trump's Iran deadline, RBI policy decision",https://economictimes.indiatimes.com/markets/forex/forex-news/rupee-ends-higher-traders-eye-trumps-iran-deadline-rbi-policy-decision/articleshow/130084563.cms,"The Indian rupee closed stronger on Tuesday, supported by the unwinding of residual arbitrage positions, while traders braced for a U.S. deadline to reach a deal with Iran and the Reserve Bank of India's monetary policy decision.",Positive,0.8625501394271851,0.095184326171875,0.04226545989513397
"Ceasefire, RBI policy cool bond yields by 0.15 pc to slip below 7%",https://economictimes.indiatimes.com/markets/bonds/ceasefire-rbi-policy-cool-bond-yields-by-0-15-pc-to-slip-below-7/articleshow/130116524.cms,"Indian bond yields ended nearly 0.15 per cent lower on Wednesday, taking comfort from the conditional ceasefire in the West Asia conflict, and Reserve Bank of India (RBI) maintaining the status quo on policy rate.",Negative,0.01637391559779644,0.9554793238639832,0.02814674936234951
"India's 10-year bond yield slumps most in four years on Iran truce, RBI policy",https://economictimes.indiatimes.com/markets/bonds/indias-10-year-bond-yield-slumps-most-in-four-years-on-iran-truce-rbi-policy/articleshow/130113290.cms,"Indian bonds rallied on Wednesday, with the benchmark yield posting its biggest fall in four years, as oil prices slumped following a two-week truce between the U.S. and Iran, while the central bank kept its policy rate unchanged.",Negative,0.07236113399267197,0.9075319170951843,0.020106900483369827
RBI MPC at a glance: Your one-stop guide for all key decisions,https://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-keeting-2026-at-a-glance-rbi-governor-sanjay-malhotra-speech-highlights-repo-rate-policy-decisions/articleshow/130102278.cms,"The Reserve Bank of India has maintained the repo rate at 5.25%. India's economy shows strong growth driven by domestic demand. Inflation is easing but global risks persist. The central bank projects a GDP growth of 7.6% for the fiscal year 2026. Business sentiment remains positive, and the banking system is efficient.",Positive,0.8668792843818665,0.011242321692407131,0.12187834084033966
"ETMarkets Smart Talk| FY26 a year of consolidation, not breakdown; global stability key for revival in FY27: Somil Mehta",https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-fy26-a-year-of-consolidation-not-breakdown-global-stability-key-for-revival-in-fy27-somil-mehta/articleshow/130223880.cms,"Indian markets experienced consolidation in FY26 due to global headwinds, but underlying economic strength remains. FY27 revival hinges on global stability and domestic growth drivers like government capex and consumption. Investors should focus on sectors with earnings visibility and policy support, while gold and silver offer hedging.",Neutral,0.34518271684646606,0.010023217648267746,0.6447940468788147
"RBI holds repo rate, warns of impact of West Asia conflict on economy",https://economictimes.indiatimes.com/news/economy/policy/rbi-holds-repo-rate-warns-of-impact-of-west-asia-conflict-on-economy/articleshow/130105728.cms,"The Reserve Bank of India maintained its key interest rate and neutral stance, citing geopolitical risks from the West Asian conflict. While growth forecasts for FY27 were lowered and inflation projections raised, the RBI emphasized the potential impact on oil prices, agriculture, and global liquidity. The central bank aims to balance inflation control with economic growth.",Negative,0.07538378518074751,0.6109820455312729,0.31363413482904434
